id,passwd,Belong,name,age,gender,aim
3003747,v123456,V,陈玉华,31,male,海洋生态系统保护政策制定
3003748,v123456,V,郭璐,61,female,海洋法律与政策研究
3003749,v123456,V,刘红,54,female,海洋保护区规划
3003750,v123456,V,尹秀兰,57,female,海洋科研船计划
3003751,v123456,V,张红霞,46,female,海洋环境保护科技推广
3003752,v123456,V,张小红,66,male,海洋生态环境保护政策
3003753,v123456,V,姚建,19,female,海洋科研船计划
3003754,v123456,V,周玉,41,male,海平面上升监测
3003755,v123456,V,杨丹,35,female,海洋环境教育活动设计
3003756,v123456,V,何淑英,52,male,海洋环境监测与评估
3003757,v123456,V,黄春梅,21,male,海洋环境管理政策研究
3003758,v123456,V,张丹,41,female,地质灾害监测
3003759,v123456,V,张秀兰,39,female,海洋热含量研究
3003760,v123456,V,许想,42,male,海洋资源开发与利用
3003761,v123456,V,王彬,61,male,海洋生态系统健康评估
3003762,v123456,V,曾楠,26,male,海洋环境保护科技推广
3003763,v123456,V,陈淑英,59,female,海洋环境教育活动设计
3003764,v123456,V,叶璐,47,female,海洋文化遗产保护
3003765,v123456,V,李瑞,27,female,海洋科学技术合作项目
3003766,v123456,V,郝凤英,54,male,海洋灾害保险评估
3003767,v123456,V,石云,19,male,海洋环境教育项目推广
3003768,v123456,V,赵建国,39,male,海洋文化遗产保护
3003769,v123456,V,宫波,49,female,海洋科学技术创新成果
3003770,v123456,V,孙玉华,20,female,海洋能量研究
3003771,v123456,V,杨淑英,19,female,海洋灾害应急预案制定
3003772,v123456,V,唐琳,61,male,海洋数据同化
3003773,v123456,V,张健,37,female,海洋环境教育活动推广
3003774,v123456,V,穆桂芳,19,male,海洋灾害保险评估
3003775,v123456,V,位斌,37,female,海洋环境保护科技成果转化
3003776,v123456,V,李荣,59,female,海洋科研船计划
3003777,v123456,V,张建军,20,male,海洋气候变化影响分析
3003778,v123456,V,区红梅,27,female,海洋环境监测数据处理技术
3003779,v123456,V,沈红霞,21,female,海洋生态环境保护技术
3003780,v123456,V,邱慧,62,male,海啸预警系统
3003781,v123456,V,陆鹏,50,male,海洋环境保护政策实施
3003782,v123456,V,洪婷婷,19,female,海洋沉积物研究
3003783,v123456,V,张东,18,female,海洋环境保护措施研究
3003784,v123456,V,徐颖,65,male,海洋环境保护政策评估
3003785,v123456,V,廖桂花,32,female,海洋气象研究
3003786,v123456,V,李超,24,female,海洋灾害保险评估
3003787,v123456,V,萧雪,47,male,冰川融化研究
3003788,v123456,V,郑斌,39,male,海洋资源管理政策研究
3003789,v123456,V,丁婷,21,female,海洋工程教育
3003790,v123456,V,栗伟,33,male,海洋能量研究
3003791,v123456,V,曾芳,35,male,海洋资源保护管理政策研究
3003792,v123456,V,季秀珍,61,female,海洋环境法研究
3003793,v123456,V,刘成,52,male,渔业管理
3003794,v123456,V,安淑英,18,female,海洋法律与政策研究
3003795,v123456,V,史秀芳,36,male,海洋环境教育活动设计
3003796,v123456,V,谷浩,41,female,海洋灾害应急预案制定
3003797,v123456,V,倪桂珍,43,male,沿海湿地保护
3003798,v123456,V,吴燕,37,female,海洋灾害保险评估
3003799,v123456,V,李建平,24,female,海洋酸化研究
3003800,v123456,V,姚秀梅,21,female,海洋生物多样性保护措施
3003801,v123456,V,蒋文,69,female,海洋生物多样性保护政策
3003802,v123456,V,莫云,61,male,海洋地理信息系统开发
3003803,v123456,V,苏鑫,39,male,深海矿产资源评估
3003804,v123456,V,温凤兰,65,male,海洋环境监测技术标准
3003805,v123456,V,曹飞,32,male,海洋观测网络建设
3003806,v123456,V,刘宁,27,female,航道疏浚计划
3003807,v123456,V,吴秀梅,40,female,海洋环境保护教育
3003808,v123456,V,杜秀梅,22,male,海洋资源保护与开发政策
3003809,v123456,V,杨芳,40,female,海洋环境教育活动推广
3003810,v123456,V,韩敏,39,male,海洋生态系统服务功能评估
3003811,v123456,V,黄桂珍,68,female,海洋观测网络建设
3003812,v123456,V,唐秀珍,46,male,航运路线优化
3003813,v123456,V,段梅,34,female,海洋生物多样性保护政策
3003814,v123456,V,柴红,32,female,海洋环境风险评估
3003815,v123456,V,王瑞,42,female,海洋风能开发
3003816,v123456,V,郝桂英,43,male,海洋环境教育活动
3003817,v123456,V,陈艳,70,male,海洋生态系统服务评估方法
3003818,v123456,V,王飞,53,male,海洋生态环境保护技术
3003819,v123456,V,冯莉,61,male,海洋生态系统服务功能评估
3003820,v123456,V,朱刚,32,female,海洋生态系统服务功能评估方法
3003821,v123456,V,张利,60,female,海洋环境预报
3003822,v123456,V,王秀兰,26,female,海洋资源保护政策建议
3003823,v123456,V,康伟,50,male,地质灾害监测
3003824,v123456,V,张俊,68,male,气候模型验证
3003825,v123456,V,李春梅,57,female,海洋气候变化适应策略研究
3003826,v123456,V,李波,55,female,港口规划
3003827,v123456,V,朱春梅,66,female,海洋生态系统健康评估
3003828,v123456,V,何鹏,22,male,海洋科学技术研究成果推广
3003829,v123456,V,梁宇,59,female,海洋资源保护政策建议
3003830,v123456,V,陈东,60,male,海洋法律与政策研究
3003831,v123456,V,王明,41,male,海洋数据可视化
3003832,v123456,V,徐建平,40,male,海洋生态系统管理政策评估
3003833,v123456,V,黄玉珍,55,male,海岸侵蚀评估
3003834,v123456,V,郑桂兰,42,male,海洋环境监测与评估
3003835,v123456,V,王帆,20,female,沿海社区规划
3003836,v123456,V,田海燕,24,female,海岸侵蚀评估
3003837,v123456,V,何玉兰,46,male,海洋资源开发技术推广
3003838,v123456,V,方琳,49,female,水下考古研究
3003839,v123456,V,孟凤兰,43,male,海洋生态环境保护技术
3003840,v123456,V,钱梅,64,male,海洋气候变化影响分析
3003841,v123456,V,王慧,27,female,海洋资源开发技术研究
3003842,v123456,V,薛楠,22,female,海洋环境监测技术标准
3003843,v123456,V,李辉,52,male,海洋环境保护教育
3003844,v123456,V,魏桂珍,65,female,海洋生态系统服务功能评估
3003845,v123456,V,白欢,21,male,海洋生态环境监测技术
3003846,v123456,V,夏春梅,65,female,海洋生态环境保护技术
3003847,v123456,V,左萍,47,female,海洋科学会议与合作
3003848,v123456,V,桑秀华,61,female,海洋环境保护技术开发
3003849,v123456,V,张淑兰,44,male,海洋环境风险管理
3003850,v123456,V,王磊,66,male,海洋生物资源监测
3003851,v123456,V,黄英,39,female,冰盖研究
3003852,v123456,V,黄桂荣,32,male,海洋生态环境保护政策评估
3003853,v123456,V,庞雪梅,53,male,海洋保护区规划
3003854,v123456,V,邓瑜,21,female,海洋资源保护管理政策研究
3003855,v123456,V,尚春梅,51,male,海洋资源利用效率研究
3003856,v123456,V,朱兰英,31,female,海洋生态环境管理
3003857,v123456,V,陈玉华,28,male,海洋资源利用效率提升
3003858,v123456,V,孙秀芳,58,female,气候变化研究
3003859,v123456,V,周桂芳,52,female,海洋气候预测
3003860,v123456,V,夏刚,50,male,海洋碳循环模型开发
3003861,v123456,V,徐建军,30,female,海洋生物资源监测
3003862,v123456,V,熊柳,25,male,海洋水质监测
3003863,v123456,V,程丽,42,female,海洋气候变化适应策略研究
3003864,v123456,V,文婷婷,69,male,热带气旋研究
3003865,v123456,V,万丹,54,female,卫星遥感数据验证
3003866,v123456,V,胡华,39,female,海洋生态系统模型开发
3003867,v123456,V,董小红,50,male,海洋生态环境保护政策
3003868,v123456,V,黎秀华,62,male,海洋环境保护技术研究
3003869,v123456,V,郭小红,20,female,海洋环境教育计划
3003870,v123456,V,董桂兰,21,female,海洋热含量研究
3003871,v123456,V,李楠,67,female,冰川融化研究
3003872,v123456,V,牛金凤,32,female,海洋工程技术研究
3003873,v123456,V,周斌,39,female,海洋科学会议与合作
3003874,v123456,V,陈秀华,34,female,海洋观测网络建设
3003875,v123456,V,苟婷婷,62,female,海洋研究设备开发
3003876,v123456,V,莫建军,56,female,海洋生态环境保护技术
3003877,v123456,V,曾淑英,64,male,海洋地理信息系统开发
3003878,v123456,V,蔡磊,33,female,海洋观测数据整合
3003879,v123456,V,徐岩,70,male,海洋环境监测技术开发
3003880,v123456,V,张刚,41,female,海洋生态系统服务功能研究
3003881,v123456,V,陈玲,23,female,海洋数据同化
3003882,v123456,V,刘桂香,68,male,海洋微塑料研究
3003883,v123456,V,方丽丽,33,male,海洋环境教育资源推广
3003884,v123456,V,莫秀华,54,female,海洋环境监测数据共享平台
3003885,v123456,V,赵欣,67,male,海洋能量研究
3003886,v123456,V,宫鑫,31,male,海洋环境教育
3003887,v123456,V,苏秀芳,35,female,海洋气象预报模型开发
3003888,v123456,V,谭俊,62,male,海洋资源保护措施研究
3003889,v123456,V,杨秀华,51,male,海洋资源利用效率提升
3003890,v123456,V,唐丽娟,30,male,港口规划
3003891,v123456,V,姜莉,62,male,海啸预警系统
3003892,v123456,V,丁丽,68,male,海洋旅游业发展
3003893,v123456,V,陈浩,45,male,沿海城市规划
3003894,v123456,V,阎雪梅,33,male,海洋科学技术创新成果
3003895,v123456,V,张敏,38,female,航道疏浚计划
3003896,v123456,V,蔡秀梅,32,male,海洋经济研究
3003897,v123456,V,王芳,31,male,沿海湿地保护
3003898,v123456,V,劳柳,66,male,海洋生物资源评估
3003899,v123456,V,杨丽华,68,male,海洋环境预报
3003900,v123456,V,夏飞,21,male,航道疏浚计划
3003901,v123456,V,史梅,51,female,海洋生物栖息地研究
3003902,v123456,V,尤红,19,female,船舶设计优化
3003903,v123456,V,张军,18,male,渔业管理
3003904,v123456,V,戴红梅,56,female,海洋健康指数研究
3003905,v123456,V,陈颖,38,female,海洋灾害管理
3003906,v123456,V,王红梅,65,female,海岸侵蚀评估
3003907,v123456,V,杨晶,60,female,海洋环境教育项目
3003908,v123456,V,赵秀云,27,female,海洋资源利用效率提升
3003909,v123456,V,曾瑞,46,female,海洋保护区规划
3003910,v123456,V,鲁勇,68,female,海岸带管理
3003911,v123456,V,高林,23,female,海洋垃圾监测
3003912,v123456,V,王帅,65,female,海洋资源保护政策建议
3003913,v123456,V,潘萍,26,male,海洋碳循环模型开发
3003914,v123456,V,黄莉,32,female,海洋教育资源开发
3003915,v123456,V,刘宇,21,male,海洋数据共享平台开发
3003916,v123456,V,李亮,48,female,海洋法律与政策研究
3003917,v123456,V,萧博,51,male,海洋资源利用效率研究
3003918,v123456,V,陈辉,65,male,海洋经济研究
3003919,v123456,V,余晨,58,male,港口规划
3003920,v123456,V,申玉珍,41,male,海洋风暴研究
3003921,v123456,V,邹秀芳,47,male,海洋灾害应急预案制定
3003922,v123456,V,普飞,22,female,海洋风能开发
3003923,v123456,V,孙婷,27,male,海洋数据可视化
3003924,v123456,V,赵梅,27,female,海洋生态系统保护措施
3003925,v123456,V,马秀荣,47,male,冰盖研究
3003926,v123456,V,卢淑英,52,male,全球变暖研究
3003927,v123456,V,郝波,60,female,热带气旋研究
3003928,v123456,V,屈雷,34,female,海洋数据可视化
3003929,v123456,V,丁杨,56,female,海洋生态系统恢复研究
3003930,v123456,V,萧红梅,43,male,海洋环境健康研究
3003931,v123456,V,胡秀梅,24,male,海洋垃圾监测
3003932,v123456,V,邵丹丹,24,male,气候变化研究
3003933,v123456,V,李桂芝,66,male,海洋生物资源利用管理
3003934,v123456,V,王玉,67,male,海洋气候变化影响分析
3003935,v123456,V,张柳,56,female,海洋生物资源利用管理
3003936,v123456,V,杨瑜,41,male,海洋气候变化适应策略研究
3003937,v123456,V,吴萍,43,male,海洋生态系统保护政策制定
3003938,v123456,V,张桂芳,52,female,海洋碳循环模型开发
3003939,v123456,V,黎金凤,44,female,海洋科学技术创新
3003940,v123456,V,刘丹丹,68,female,海洋沉积物研究
3003941,v123456,V,向林,57,female,海洋风暴研究
3003942,v123456,V,杨磊,29,female,海洋生物栖息地恢复
3003943,v123456,V,杨东,50,female,海洋生物多样性保护政策
3003944,v123456,V,刘华,32,female,海洋资源保护与开发政策
3003945,v123456,V,周丽娟,25,female,海洋生态系统服务评估
3003946,v123456,V,谭旭,47,female,海洋环境监测网络建设
3003947,v123456,V,何丽,65,male,海洋生物资源监测
3003948,v123456,V,刘丽华,22,female,海洋生态系统恢复研究
3003949,v123456,V,覃柳,58,female,海洋环境监测数据分析方法
3003950,v123456,V,章桂芳,42,female,海洋资源利用效率研究
3003951,v123456,V,刘华,55,male,海洋环境教育资源开发
3003952,v123456,V,陈玉兰,59,male,全球变暖研究
3003953,v123456,V,张秀梅,24,male,全球变暖研究
3003954,v123456,V,张兰英,59,male,海洋资源开发技术研究
3003955,v123456,V,崔琳,28,female,海洋生物资源利用管理
3003956,v123456,V,罗淑英,46,female,海洋温度变化研究
3003957,v123456,V,缪林,30,male,海洋生物资源评估
3003958,v123456,V,李莹,61,male,海洋资源保护管理措施
3003959,v123456,V,刘浩,18,female,海洋生态系统管理政策评估
3003960,v123456,V,张云,36,male,海洋工程教育
3003961,v123456,V,陶霞,46,male,海洋垃圾监测
3003962,v123456,V,余桂荣,63,female,海岸侵蚀评估
3003963,v123456,V,杨健,46,female,冰盖研究
3003964,v123456,V,俞华,32,female,地震与海啸研究
3003965,v123456,V,李龙,26,female,海洋生态系统服务评估方法
3003966,v123456,V,陈浩,21,female,海洋生物资源保护
3003967,v123456,V,刘静,67,male,海洋科学技术合作项目
3003968,v123456,V,郭静,70,male,深海矿产资源评估
3003969,v123456,V,周志强,37,male,海洋科学技术推广
3003970,v123456,V,曾秀华,45,female,海洋环境监测数据处理
3003971,v123456,V,吴婷婷,54,male,地球系统科学研究
3003972,v123456,V,杨鹏,67,male,海洋灾害保险评估
3003973,v123456,V,谈静,40,male,海洋生态系统保护政策制定
3003974,v123456,V,周莹,19,male,海洋环境保护政策建议
3003975,v123456,V,孙秀华,26,female,海洋气象预报模型开发
3003976,v123456,V,戴秀华,40,male,沿海湿地保护
3003977,v123456,V,蔡岩,36,female,海洋健康指数研究
3003978,v123456,V,薛丽丽,39,female,海洋生态系统模型优化
3003979,v123456,V,戴阳,45,female,海洋沉积物研究
3003980,v123456,V,刘东,66,male,海洋沉积物研究
3003981,v123456,V,姜勇,28,female,海洋垃圾监测
3003982,v123456,V,季东,31,male,海洋生物栖息地恢复
3003983,v123456,V,史桂珍,59,female,海洋碳循环模型开发
3003984,v123456,V,王娟,49,male,海洋数据共享平台开发
3003985,v123456,V,张秀兰,32,female,海洋气候变化影响评估
3003986,v123456,V,王建军,58,female,海洋工程教育
3003987,v123456,V,周桂花,46,female,海洋水文气象研究
3003988,v123456,V,胡杰,19,male,海洋生态系统服务功能评估
3003989,v123456,V,杨超,50,male,海洋生态环境评估
3003990,v123456,V,聂阳,36,female,海洋污染治理
3003991,v123456,V,陈健,59,male,海洋环境保护技术研究
3003992,v123456,V,叶建华,19,female,海洋环境保护教育
3003993,v123456,V,张成,69,female,海岸带生态恢复
3003994,v123456,V,胡红梅,70,male,海洋资源保护政策建议
3003995,v123456,V,李阳,31,female,海洋生物迁徙研究
3003996,v123456,V,姜婷,27,male,海洋气象预报模型开发
3003997,v123456,V,刘璐,56,male,海洋气候变化影响评估
3003998,v123456,V,赵洋,69,female,海洋灾害应急响应
3003999,v123456,V,苟建军,69,female,海洋生态环境保护政策评估
3004000,v123456,V,苏平,32,male,海洋资源保护管理措施
3004001,v123456,V,曾文,49,female,水下考古研究
3004002,v123456,V,段霞,62,female,海洋生物资源保护与管理
3004003,v123456,V,李平,32,male,海洋生物多样性保护政策
3004004,v123456,V,张阳,57,male,海洋生态环境监测技术
3004005,v123456,V,孟秀云,58,female,船舶设计优化
3004006,v123456,V,杨红梅,28,male,海洋环境教育资源开发
3004007,v123456,V,刘婷婷,47,female,海洋科学技术合作项目
3004008,v123456,V,杨玉,51,male,船舶设计优化
3004009,v123456,V,杨秀英,69,male,海洋资源开发政策研究
3004010,v123456,V,洪春梅,63,female,地质灾害监测
3004011,v123456,V,郑丽丽,63,male,海洋生态系统保护措施
3004012,v123456,V,冯利,55,female,海洋风能开发
3004013,v123456,V,李兰英,53,male,海洋生态系统模型优化
3004014,v123456,V,倪玉,38,male,航道疏浚计划
3004015,v123456,V,蒋丽,70,female,海洋资源管理
3004016,v123456,V,应丹,42,male,海洋能量研究
3004017,v123456,V,高淑珍,35,male,海洋生物迁徙研究
3004018,v123456,V,吴波,31,female,海洋灾害保险评估
3004019,v123456,V,胡华,48,female,沿海社区规划
3004020,v123456,V,张磊,29,female,海洋环境教育项目
3004021,v123456,V,张帆,55,female,海洋环境保护技术推广
3004022,v123456,V,盛秀梅,18,female,海洋酸化研究
3004023,v123456,V,贾浩,57,male,海洋污染治理
3004024,v123456,V,高建国,55,female,海洋资源开发利用技术
3004025,v123456,V,黎淑珍,70,male,地震与海啸研究
3004026,v123456,V,陈娜,56,male,地震与海啸研究
3004027,v123456,V,尹桂香,27,male,海洋风能开发
3004028,v123456,V,孙玉兰,32,male,海洋观测数据整合
3004029,v123456,V,邹淑华,20,male,海洋环境教育资源开发
3004030,v123456,V,黄静,57,female,海洋环境保护科技成果转化
3004031,v123456,V,阎杰,45,female,海洋环境健康研究
3004032,v123456,V,朱静,32,male,海洋生态系统健康评估
3004033,v123456,V,徐凤兰,32,female,气候模型验证
3004034,v123456,V,张波,60,female,海洋生态修复
3004035,v123456,V,李娟,32,male,海洋公园管理
3004036,v123456,V,叶春梅,40,female,海洋生态修复
3004037,v123456,V,王兰英,26,male,海洋科学技术创新成果
3004038,v123456,V,李玉珍,20,male,海洋灾害管理
3004039,v123456,V,唐秀云,47,male,海洋观测数据共享
3004040,v123456,V,徐刚,33,male,海岸带生态恢复
3004041,v123456,V,刘磊,22,female,海洋保护区规划
3004042,v123456,V,王丽,36,male,海洋灾害管理
3004043,v123456,V,陈玉,50,female,水产养殖规划
3004044,v123456,V,王桂兰,20,male,海洋生物资源评估
3004045,v123456,V,陈玉珍,67,female,海洋污染物扩散研究
3004046,v123456,V,仝玉梅,59,male,海洋生物资源监测
3004047,v123456,V,吴颖,65,female,海平面上升监测
3004048,v123456,V,孙颖,39,female,海洋数据分析与处理
3004049,v123456,V,刘建平,21,male,沿海湿地保护
3004050,v123456,V,陈桂花,67,female,海洋资源利用效率研究
3004051,v123456,V,周云,26,male,海洋碳循环模型开发
3004052,v123456,V,高艳,19,male,深海矿产资源评估
3004053,v123456,V,姜丽,40,female,海洋资源管理
3004054,v123456,V,钱健,55,female,地震与海啸研究
3004055,v123456,V,张玉英,70,female,海洋生物栖息地研究
3004056,v123456,V,黄琳,62,male,海洋环境监测数据处理技术
3004057,v123456,V,王桂荣,66,male,海洋资源保护政策制定
3004058,v123456,V,蔡春梅,37,male,海洋灾害保险评估
3004059,v123456,V,尹颖,52,female,海洋环境教育活动设计
3004060,v123456,V,姜建平,28,male,海洋环境预报
3004061,v123456,V,李雷,19,female,海洋环境保护政策制定
3004062,v123456,V,陈军,36,male,海洋科学技术研究成果推广
3004063,v123456,V,李宇,50,female,海洋生态系统服务评估方法
3004064,v123456,V,梁云,55,female,海洋灾害应急预案制定
3004065,v123456,V,贾艳,44,female,海洋能量研究
3004066,v123456,V,郝平,25,female,沿海土地利用规划
3004067,v123456,V,娄利,48,female,海洋环境教育资源推广
3004068,v123456,V,隋丹丹,32,female,海洋环境保护政策建议
3004069,v123456,V,徐东,37,female,海洋生物栖息地研究
3004070,v123456,V,郑晶,65,female,海洋科学技术合作
3004071,v123456,V,沈琳,65,female,海洋灾害管理
3004072,v123456,V,张晨,57,female,港口运营优化
3004073,v123456,V,陈帆,22,male,沿海土地利用规划
3004074,v123456,V,王欣,49,female,海洋科学技术推广
3004075,v123456,V,杨莹,70,female,海洋资源保护管理措施
3004076,v123456,V,李阳,53,female,地震与海啸研究
3004077,v123456,V,王梅,30,female,海洋科学技术研究成果推广
3004078,v123456,V,陈超,42,female,海洋资源管理
3004079,v123456,V,郭兵,34,male,海洋环境监测与评估
3004080,v123456,V,臧艳,61,male,海洋风能开发
3004081,v123456,V,刘玉,40,male,海洋科学技术研究成果推广
3004082,v123456,V,张秀兰,43,female,海洋酸化对生态系统影响研究
3004083,v123456,V,张桂英,33,male,海洋科学技术合作项目
3004084,v123456,V,崔磊,24,male,海洋生物多样性监测技术
3004085,v123456,V,冯桂芝,64,female,海洋灾害管理
3004086,v123456,V,谢杨,35,female,海洋生物多样性监测
3004087,v123456,V,鞠宇,40,female,海岸带生态恢复
3004088,v123456,V,徐桂芳,27,male,海洋科学技术创新成果
3004089,v123456,V,林凤英,50,male,海洋生态系统服务功能保护措施
3004090,v123456,V,陈雷,18,male,海洋水文气象研究
3004091,v123456,V,江坤,21,male,海洋环境保护科技推广
3004092,v123456,V,王琴,41,male,地质灾害监测
3004093,v123456,V,胡娜,18,male,海洋环境保护政策制定
3004094,v123456,V,苏宇,35,male,沿海社区规划
3004095,v123456,V,贾建,44,male,海岸侵蚀评估
3004096,v123456,V,曹颖,62,female,海洋环境教育
3004097,v123456,V,张红霞,20,male,海洋资源利用效率研究
3004098,v123456,V,刘建平,47,female,海洋资源保护管理政策研究
3004099,v123456,V,王云,45,female,海洋科学技术成果应用
3004100,v123456,V,张艳,18,male,海岸带生态恢复
3004101,v123456,V,孙杰,28,female,海洋科学技术创新
3004102,v123456,V,田萍,33,male,海洋气候预测
3004103,v123456,V,张刚,69,male,海洋气候变化适应措施
3004104,v123456,V,王秀珍,43,female,海洋能量研究
3004105,v123456,V,李金凤,32,male,海洋生态系统保护措施
3004106,v123456,V,李霞,43,male,海洋灾害保险评估
3004107,v123456,V,李杰,59,male,海洋环境监测技术开发
3004108,v123456,V,杨丽娟,69,female,海洋生物多样性保护措施
3004109,v123456,V,史淑华,37,male,海洋酸化对生态系统影响研究
3004110,v123456,V,曾丹丹,19,female,海洋生态系统服务功能保护
3004111,v123456,V,徐红,51,male,海洋数据分析与处理
3004112,v123456,V,程旭,32,female,环境影响评估
3004113,v123456,V,陈丽丽,37,female,海洋生物多样性保护政策
3004114,v123456,V,王淑珍,53,female,海洋气象预报模型开发
3004115,v123456,V,文玉华,59,male,海洋灾害管理
3004116,v123456,V,杨辉,22,female,海洋生态系统服务评估方法
3004117,v123456,V,贾宁,21,male,海洋水质监测
3004118,v123456,V,吉莹,69,male,海洋污染监测
3004119,v123456,V,张磊,29,male,海洋观测数据共享
3004120,v123456,V,许红梅,32,female,海洋碳循环研究
3004121,v123456,V,陈磊,47,female,海洋教育与培训
3004122,v123456,V,杨岩,25,male,海洋环境法研究
3004123,v123456,V,覃婷,64,male,海洋资源利用效率研究
3004124,v123456,V,王建华,57,female,海洋生态环境变化研究
3004125,v123456,V,赵辉,35,male,海洋科学技术合作
3004126,v123456,V,毛梅,18,female,海洋气候变化适应措施
3004127,v123456,V,柴晨,40,male,海洋灾害应急响应
3004128,v123456,V,黄俊,20,male,海洋生态修复
3004129,v123456,V,薛玲,42,female,海洋法律与政策研究
3004130,v123456,V,刘建平,50,female,海洋环境保护政策建议
3004131,v123456,V,戴丹丹,31,female,海洋生态环境保护政策
3004132,v123456,V,王勇,23,male,地质灾害监测
3004133,v123456,V,谢英,31,male,海洋资源开发与利用
3004134,v123456,V,张龙,25,female,海洋观测网络建设
3004135,v123456,V,赵刚,64,male,海洋污染治理
3004136,v123456,V,王建平,66,female,海洋科研船计划
3004137,v123456,V,王玉兰,66,female,海洋科学技术合作
3004138,v123456,V,郑秀芳,19,male,海洋经济研究
3004139,v123456,V,潘红霞,63,female,船舶设计优化
3004140,v123456,V,曹淑英,35,male,深海矿产资源评估
3004141,v123456,V,陈冬梅,62,female,海洋生态系统健康评估
3004142,v123456,V,曹丽,18,female,海洋资源保护措施研究
3004143,v123456,V,张磊,22,female,渔业管理
3004144,v123456,V,孙燕,56,female,海洋生物栖息地恢复
3004145,v123456,V,金勇,60,male,海洋资源开发利用技术
3004146,v123456,V,崔桂花,61,female,海洋生态系统模型开发
3004147,v123456,V,万明,62,female,沿海城市规划
3004148,v123456,V,鲁楠,63,female,海洋资源保护管理政策研究
3004149,v123456,V,陈鹏,57,male,海洋生态系统服务功能研究
3004150,v123456,V,刘瑞,23,female,海洋生态系统恢复研究
3004151,v123456,V,凌淑兰,66,female,海洋能量研究
3004152,v123456,V,孙彬,56,female,海洋能量研究
3004153,v123456,V,孟芳,33,male,海洋环境保护科技成果转化
3004154,v123456,V,张小红,55,female,海洋热含量研究
3004155,v123456,V,毛凯,51,female,海洋灾害管理
3004156,v123456,V,宋阳,52,female,海洋环境风险评估
3004157,v123456,V,朱建华,69,male,海洋资源管理
3004158,v123456,V,任博,43,male,海洋生态环境保护政策
3004159,v123456,V,蒋杨,33,female,海洋生物多样性保护
3004160,v123456,V,叶桂芳,48,female,海洋生态系统健康评估
3004161,v123456,V,黄林,44,male,海洋生态环境评估
3004162,v123456,V,周丽丽,19,female,海洋环境保护技术开发
3004163,v123456,V,马凤兰,40,female,海洋环境保护政策制定
3004164,v123456,V,卢建军,36,female,海岸带生态恢复
3004165,v123456,V,冉淑华,51,female,海洋环境预报
3004166,v123456,V,赵洁,19,male,海岸侵蚀评估
3004167,v123456,V,赵勇,33,female,海洋资源开发利用技术
3004168,v123456,V,栾磊,67,male,海洋环境教育项目推广
3004169,v123456,V,伏冬梅,26,female,海洋环境教育
3004170,v123456,V,吴欣,58,male,海洋环境风险评估
3004171,v123456,V,刘明,48,female,海洋环境保护政策实施
3004172,v123456,V,刘玉珍,39,male,海洋资源可持续利用研究
3004173,v123456,V,刘洁,24,female,海洋资源保护政策制定
3004174,v123456,V,姚秀英,52,female,海洋环境监测数据分析方法
3004175,v123456,V,薛文,30,male,海洋环境教育计划
3004176,v123456,V,夏瑜,21,female,港口运营优化
3004177,v123456,V,郭淑兰,68,female,海洋环境保护教育
3004178,v123456,V,佘颖,43,female,海洋灾害风险管理
3004179,v123456,V,吴明,65,male,海洋生态系统健康评估
3004180,v123456,V,张淑英,41,female,海洋生态环境监测技术
3004181,v123456,V,金健,30,female,海洋气候变化适应措施
3004182,v123456,V,杨斌,46,female,海洋生态系统服务评估方法
3004183,v123456,V,蔡岩,48,female,海洋环境教育计划
3004184,v123456,V,潘莉,51,female,渔业管理
3004185,v123456,V,车想,22,male,海洋气候变化影响研究
3004186,v123456,V,王凯,50,male,海洋旅游业发展
3004187,v123456,V,苏想,60,male,海洋生态系统服务功能保护措施
3004188,v123456,V,王莹,36,female,海洋科学技术推广
3004189,v123456,V,李斌,49,female,海岸带管理
3004190,v123456,V,徐静,34,female,海洋资源保护措施研究
3004191,v123456,V,胡磊,40,male,海洋环境教育项目推广
3004192,v123456,V,吉华,46,female,海洋环境保护教育
3004193,v123456,V,林玉珍,51,female,风暴潮风险评估
3004194,v123456,V,周秀珍,28,female,海洋环境监测数据分析
3004195,v123456,V,刘亮,34,female,海洋科学技术成果应用
3004196,v123456,V,夏涛,33,male,海洋碳循环模型开发
3004197,v123456,V,申玉华,21,male,海洋生态系统服务功能评估方法
3004198,v123456,V,陈桂荣,57,female,海洋环境法研究
3004199,v123456,V,胡飞,59,female,海洋教育计划开发
3004200,v123456,V,韩丽娟,24,female,海洋环境风险评估
3004201,v123456,V,胡萍,62,male,海洋资源开发政策研究
3004202,v123456,V,滕桂芝,22,female,海洋法律与政策研究
3004203,v123456,V,蒋玉珍,57,female,海洋沉积物研究
3004204,v123456,V,单宇,70,male,海洋环境监测技术开发
3004205,v123456,V,吴金凤,18,female,海洋环境保护教育
3004206,v123456,V,王刚,62,male,海洋生态系统服务评估
3004207,v123456,V,李淑珍,18,female,海洋酸化研究
3004208,v123456,V,袁淑华,26,male,海洋生物多样性保护政策
3004209,v123456,V,马华,62,female,气候变化研究
3004210,v123456,V,陈淑英,34,male,海洋观测数据共享
3004211,v123456,V,穆金凤,24,male,海洋观测网络建设
3004212,v123456,V,毛婷,60,male,沿海湿地保护
3004213,v123456,V,钟秀芳,28,male,海洋生物栖息地研究
3004214,v123456,V,杭建国,27,female,海洋资源开发政策研究
3004215,v123456,V,薛金凤,62,male,海洋环境教育项目
